host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
Palo Alto,t,Palo Alto,United States,94301,Private room in home,Private room,3,1,2,2,Real Bed,718.1781305,100,35,1,0,0,0,0,0,2,90,10,10,10,10,10,9,moderate
North Los Altos,t,Sunnyvale,North Los Altos,94086,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,900,150,180,1,0,0,0,0,1,18,97.8,9.78,9.88,9,10,10,9.78,strict
Los Altos,t,San Francisco,San Francisco,94024,Entire guesthouse,Entire home/apt,4,1,2,3,Real Bed,718.1781305,100,150,3,25,30,43,43,43,8,100,10,10,10,10,10,10,flexible
Alum Rock,f,San Jose,San Jose,95127,Entire guest suite,Entire home/apt,4,1,1,4,Real Bed,718.1781305,300,50,2,15,0,0,0,0,121,98.8,9.9,9.96,9.88,9.94,9.82,9.86,flexible
Palo Alto,t,Palo Alto,Palo Alto,94043,Entire home,Entire home/apt,12,1,5,8,Real Bed,718.1781305,100,50,1,0,11,25,45,124,69,96.8,9.62,9.68,9.88,9.88,9.94,9.16,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Entire home,Entire home/apt,7,1,2,3,Real Bed,718.1781305,300,85,2,20,24,54,76,166,96,96.4,9.64,9.76,9.92,9.84,9.64,9.48,strict
Central San Jose,t,San Jose,San Jose,95126,Entire guest suite,Entire home/apt,4,1,1,3,Real Bed,718.1781305,100,50,1,0,4,23,50,58,284,95.4,9.7,9.38,9.88,9.84,9.72,9.58,flexible
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,5,1,2,3,Real Bed,718.1781305,200,60,1,20,24,54,84,359,9,82.2,9.12,8.44,8.44,7.34,9.12,8.22,strict
West Valley,t,Saratoga,Saratoga,95129,Entire rental unit,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,125,3,25,9,39,69,344,18,97.8,9.88,10,10,9.88,10,9.44,strict
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in farm stay,Private room,1,1,1,1,Airbed,718.1781305,100,40,1,30,0,7,37,312,13,93.8,10,9.54,9.84,10,10,9.38,flexible
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in farm stay,Private room,1,1,1,1,Real Bed,718.1781305,100,20,1,15,13,16,17,276,7,100,9.72,10,10,10,10,10,strict
Burbank/Del Monte,f,San Jose,San Jose,95126,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,23,53,83,173,4,100,10,9.5,10,10,10,10,flexible
Palo Alto,t,Palo Alto,San Mateo,94301,Entire home,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,18,3,10,30,60,90,90,12,100,10,10,9.84,10,10,10,moderate
Palo Alto,t,Palo Alto,San Mateo,94301,Entire cottage,Entire home/apt,3,1,1,1,Real Bed,718.1781305,164,50,1,0,27,57,87,267,18,100,9.78,9.88,9.88,10,9.78,9.34,flexible
Cambrian/Pioneer,f,San Jose,San Jose,95032,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,50,2,10,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,100,8,25,10,37,67,157,22,89,9.18,8.9,9.9,9.82,10,9.46,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,1,31,61,150,7,97.2,10,9.42,10,9.72,10,9.14,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,19,2,10,7,37,67,156,16,98.8,10,9.38,10,9.76,10,9.88,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,250,100,3,25,16,46,76,165,33,94.6,9.64,9.58,9.76,9.7,9.58,9.46,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,100,1,0,14,44,74,164,41,94.6,9.6,9.32,9.86,9.6,9.6,9.42,strict
Palo Alto,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,24,99.2,9.92,10,10,10,10,9.92,flexible
Berryessa,t,San Jose,San Jose,95132,Entire home,Entire home/apt,7,1,3,4,Real Bed,718.1781305,1000,100,1,0,9,39,64,153,28,95.8,9.64,9.5,9.86,9.72,9.72,9.36,flexible
San Jose,f,San Jose,San Jose,95122,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,29,96.6,9.94,10,10,9.86,9.04,9.24,flexible
San Jose,f,San Jose,San Jose,95122,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,27,97,9.92,9.86,9.62,9.86,9.62,9.92,flexible
Mountain View,f,Mountain View,Mountain View,94022,Entire rental unit,Entire home/apt,2,1,1,2,Real Bed,718.1781305,500,100,4,25,30,60,89,89,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Santa Clara,t,Santa Clara,Santa Clara,95129,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,261,60,93,9.24,8.8,9.64,9.6,9.74,9.56,flexible
Sunnyvale,t,San Francisco,San Francisco,95008,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,4,0,24,54,84,359,2,100,10,9,10,9,10,10,flexible
Naglee Park,f,San Jose,San Jose,95112,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,300,60,1,0,0,0,0,0,2,100,10,9,10,10,10,10,moderate
Palo Alto,t,Palo Alto,Palo Alto,94306,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,35,4,10,0,0,0,0,1,100,10,8,10,10,10,10,strict
Palo Alto,t,Palo Alto,United States,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,1,0,0,0,14,194,20,99,9.7,9.9,9.7,9.9,9.8,9,strict
Berryessa,t,San Jose,San Jose,95131,Entire home,Entire home/apt,6,1,3,5,Real Bed,718.1781305,100,50,1,0,18,42,67,156,131,94.8,9.68,9.44,9.92,9.84,9.78,9.5,strict
Berryessa,t,San Jose,San Jose,95131,Entire guesthouse,Entire home/apt,4,1,2,3,Real Bed,718.1781305,100,50,1,0,10,11,11,40,106,95.4,9.74,9.52,9.94,9.82,9.72,9.36,moderate
Palo Alto,t,Palo Alto,United States,94306,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,3,3,5,95,12,100,9.5,9.84,10,10,10,9.34,strict
Edenvale,f,San Jose,San Jose,95139,Private room in townhouse,Private room,3,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,20,97,9.8,9.7,9.6,9.9,9.9,9.7,moderate
Sunnyvale,t,Saratoga,Saratoga,94807,Entire home,Entire home/apt,10,1,4,4,Real Bed,718.1781305,100,50,1,5,30,60,90,180,19,97.8,9.9,9.78,10,9.9,10,9.68,flexible
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,20,0,0,0,0,2,80,9,5,10,10,9,7,moderate
Willow Glen,t,San Jose,Pacifica,95124,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Gilroy,f,Gilroy,Gilroy,95020,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,2,2,24,24,59,95,9.8,9.5,9.72,9.8,9.9,9.7,moderate
Sunnyvale,t,San Francisco,San Francisco,95125,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,1,31,61,336,5,84,8.4,8.8,8.4,8,7.6,8,flexible
Alum Rock,f,Alum Rock,Alum Rock,95127,Entire home,Entire home/apt,10,1,3,6,Real Bed,718.1781305,100,10,2,20,3,19,37,37,28,94.2,9.64,9.28,9.92,9.72,9.64,9.5,strict
Mountain View,t,Mountain View,Mountain View,94040,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,16,42,72,134,81,99.8,9.98,9.92,9.98,10,9.98,9.96,strict
Gilroy,f,Gilroy,Gilroy,95020,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,0,0,0,22,22,36,96.6,9.88,9.5,9.66,9.72,9.94,9.78,flexible
Gilroy,f,Gilroy,Gilroy,95020,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,22,22,17,98.8,9.88,9.52,10,9.88,9.88,9.88,flexible
Valley View - Reed,t,Mountain View,Mountain View,95117,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,100,4,30,30,60,90,180,30,98,9.66,9.54,9.8,9.94,9.66,9.74,strict
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,40,1,39,0,1,1,1,42,95.2,9.76,9.66,9.96,10,9.58,9.62,moderate
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,500,60,1,75,28,58,87,87,38,92.6,9.52,9.22,9.84,9.64,9.32,9.36,moderate
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,150,30,2,15,1,1,1,1,15,100,10,10,10,10,9.86,10,flexible
Edenvale,t,San Jose,San Jose,95123,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,300,25,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Santa Clara,t,Santa Clara,San Jose,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,19,49,79,168,44,93.2,9.54,8.68,9.64,9.04,9.5,9.04,strict
Downtown,t,Saratoga,San Diego,95070,Entire guesthouse,Entire home/apt,6,1,2,2,Real Bed,718.1781305,100,100,2,100,17,43,66,152,88,96.4,9.8,9.7,9.84,9.72,9.9,9.62,strict
San Jose,t,San Jose,San Jose,95035,Entire townhouse,Entire home/apt,6,1,2,2,Real Bed,718.1781305,350,110,4,45,0,0,0,0,4,95,9.5,9,10,10,10,9,strict
Sunnyvale,t,Sunnyvale,California,94087,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,20,0,0,0,0,43,99,9.96,9.9,10,9.96,9.48,9.76,flexible
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,300,150,1,0,28,58,88,178,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,1,10,0,0,0,0,2,100,10,10,10,10,10,10,moderate
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,25,0,0,0,0,1,100,10,10,10,10,10,10,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Heritage District,t,Los Angeles,Los Angeles,95150,Entire home,Entire home/apt,7,1,3,3,Real Bed,718.1781305,100,15,1,7,25,38,38,38,45,93.4,9.38,9.34,9.68,9.64,9.64,9.16,strict
Sunnyvale,t,Sunnyvale,California,94087,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,30,2,15,0,0,0,0,47,100,10,10,9.92,9.96,9.88,9.92,strict
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,2,Real Bed,718.1781305,100,15,1,7,25,36,36,71,35,98.8,9.94,9.88,9.94,9.94,9.88,9.66,strict
Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,19,44,121,34,100,9.94,9.94,10,10,9.76,9.82,flexible
San Jose,f,San Jose,San Jose,95129,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,200,50,2,25,0,0,0,261,3,100,10,10,10,10,10,10,strict
New York,t,Saratoga,New York,95070,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,4,93,116,95.6,9.6,9.72,9.7,9.7,9.9,9.54,strict
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,20,21,48,78,145,24,100,10,10,9.92,10,9.76,9.76,flexible
Rose Garden,t,Cupertino,Rose Garden,95014,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,2,30,7,28,51,140,8,100,10,10,10,10,10,10,strict
Sunnyvale,f,Sunnyvale,Sunnyvale,94085,Entire rental unit,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,50,2,0,27,57,80,80,34,96.4,9.82,9.58,9.94,9.82,9.7,9.82,flexible
Cupertino,f,Cupertino,Cupertino,95014,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,20,1,10,26,39,39,39,74,97.2,9.84,9.68,9.76,9.62,9.76,9.64,moderate
San Jose,t,San Jose,San Jose,95148,Private room in guesthouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,15,4,34,63,63,7,94.2,9.14,8.28,10,10,9.14,9.42,flexible
Maui,t,San Jose,Hawaii,95136,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,2,10,0,0,0,31,2,100,10,10,10,10,10,10,moderate
Alum Rock,t,San Jose ,San Jose,95127,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,300,70,1,20,19,49,78,78,44,97.2,9.82,9.82,9.86,9.9,9.68,9.54,moderate
Alum Rock,t,San Jose,San Jose,95127,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,5,5,5,9,100,10,10,10,10,10,10,flexible
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,250,125,2,15,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
San Martin,t,San Martin,San Martin,95046,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,10,19,47,77,326,167,99,9.92,9.96,9.96,9.98,9.8,9.88,strict
San Jose,t,San Jose,San Jose,95122,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,200,50,1,100,1,1,1,14,238,97.6,9.78,9.84,9.9,9.94,9.68,9.78,flexible
Alum Rock,t,San Jose,Alum Rock,95133,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,100,4,30,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Alum Rock,t,San Jose,Alum Rock,95133,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,100,25,1,0,0,0,0,0,1,100,10,10,10,10,10,10,strict
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in villa,Private room,4,1,1,2,Real Bed,718.1781305,250,75,4,25,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
West Valley,t,San Jose,San Jose,95128,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,200,30,1,20,30,60,90,364,6,80,8,8.66,8.66,8.34,8.66,8,strict
Campbell,t,Campbell,Campbell,95008,Private room in guesthouse,Private room,2,1,1,1,Real Bed,718.1781305,100,10,2,20,0,0,0,0,4,80,8,8,9.5,9.5,9.5,8,flexible
Cambrian/Pioneer,t,Los Gatos,Los Gatos,95032,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,3,3,4,4,48,100,10,10,9.84,9.96,9.92,9.92,moderate
Alum Rock,t,San Jose,Alum Rock,95133,Private room in home,Private room,4,1,1,1,Real Bed,718.1781305,100,80,3,25,0,0,0,0,1,100,10,10,10,10,10,10,strict
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,45,2,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Edenvale,t,San Jose,San Jose,95123,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,100,10,1,5,0,17,46,46,1,100,10,10,10,10,10,10,flexible
Edenvale,f,San Jose,Edenvale,95139,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,40,1,30,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,San Francisco,San Francisco,95014,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,0,0,26,56,331,2,100,10,9,8,10,10,10,flexible
Sunnyvale,t,San Francisco,San Francisco,95014,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,95,30,1,20,20,50,80,355,1,80,8,8,8,8,10,8,strict
Downtown,t,Monte Sereno,San Diego,95030,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,25,53,82,82,21,99,9.72,9.8,10,10,9.9,9.9,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Entire guest suite,Entire home/apt,4,1,2,2,Real Bed,718.1781305,250,25,1,10,0,10,40,129,7,97.2,10,10,10,10,10,9.72,flexible
Northside,t,Sunnyvale,Sunnyvale,94089,Entire home,Entire home/apt,9,1,4,6,Real Bed,718.1781305,100,20,1,0,10,32,58,148,168,98,9.88,9.8,9.96,9.86,9.82,9.72,flexible
Northside,t,San Jose,Sunnyvale,95112,Entire home,Entire home/apt,12,1,6,8,Real Bed,718.1781305,100,65,2,15,11,34,57,142,16,98.8,9.88,9.88,9.88,9.76,9.5,9.76,strict
San Jose,t,San Jose,San Jose,95133,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,2,30,19,49,78,78,36,97.8,9.84,9.84,9.94,9.78,10,9.72,strict
Morgan Hill,t,Morgan Hill,Morgan Hill,95133,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,95,15,1,45,28,58,88,363,5,100,10,10,10,9.6,10,10,moderate
Alum Rock,t,San Jose,Alum Rock,95127,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,100,20,2,50,19,49,78,78,130,96.4,9.76,9.5,9.88,9.84,9.54,9.38,flexible
Menlo Park,t,Palo Alto,Menlo Park,94301,Entire home,Entire home/apt,4,1,1,1,Real Bed,718.1781305,100,50,1,0,20,50,80,170,20,99,9.7,9.9,10,10,10,9.6,flexible
Berryessa,t,Milpitas,Berryessa,95035,Entire home,Entire home/apt,7,1,3,3,Real Bed,718.1781305,300,50,1,0,0,0,0,0,13,95.4,9.54,9.38,10,9.84,9.54,9.7,moderate
San Jose,f,San Jose,San Jose,94087,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,20,1,15,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Palo Alto,f,Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,4,1,3,3,Real Bed,718.1781305,100,50,1,0,11,22,50,312,5,100,9.2,9.2,10,10,10,9.6,flexible
San Jose,t,San Jose,San Jose,95192,Private room in rental unit,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,2,70,7,7,6,7,7,7,flexible
Mountain View,f,Mountain View,Mountain View,94041,Private room in rental unit,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,5,93.4,9.34,8.66,10,10,10,9.34,flexible
Burbank/Del Monte,f,San Jose,San Jose,95126,Entire home,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,35,1,0,23,53,83,358,3,100,10,9.34,10,10,9.34,10,flexible
Los Gatos,f,Los Gatos,Los Gatos,95032,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,200,8,1,0,23,53,78,123,54,100,9.82,9.84,9.88,10,9.96,9.84,flexible
Cambridge,t,San Jose,New York,95126,Entire rental unit,Entire home/apt,4,1,2,2,Futon,718.1781305,250,35,1,10,0,0,0,233,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,San Francisco,San Francisco,95051,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,35,1,0,0,0,0,270,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,San Francisco,San Francisco,95051,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,95,50,1,40,8,13,43,318,1,100,10,10,10,10,10,6,moderate
Sunnyvale,t,San Francisco,San Francisco,95150,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,270,1,100,10,10,10,10,10,8,flexible
Sunnyvale,t,San Francisco,San Francisco,95150,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,500,15,1,10,4,4,11,286,1,100,10,10,10,10,8,8,strict
Willow Glen,t,San Jose,San Jose,95125,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,15,1,5,15,36,59,230,3,100,10,10,10,10,10,10,strict
Santa Clara,t,Santa Clara,Santa Clara,95050,Entire guest suite,Entire home/apt,9,1,3,7,Futon,718.1781305,200,15,1,0,25,52,78,353,96,84.2,8.46,8.46,9.28,9.16,9.22,8.06,strict
San Jose,t,San Jose,San Jose,95037,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,70,2,0,30,60,90,179,7,100,9.72,10,10,10,9.72,10,strict
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,150,30,1,0,1,22,52,141,28,92.2,9.5,9.08,9.92,9.58,9.58,9.42,flexible
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,3,1,1,2,Real Bed,718.1781305,115,40,2,35,25,55,85,174,10,88,9,8.4,10,8.4,9.4,8.8,flexible
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,100,75,3,75,9,9,9,92,35,91.4,9.66,8.58,9.72,9.2,9.54,9.32,strict
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,3,10,21,51,81,170,31,94.2,9.62,8.38,9.94,9.88,9.74,9.68,strict
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,4,1,1,2,Real Bed,718.1781305,600,130,1,0,27,57,85,174,27,91.2,9.4,8.74,9.62,9.34,9.56,9.04,moderate
West Valley,t,San Jose,San Jose,95128,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,1,0,0,0,0,0,6,100,10,10,10,10,10,9.66,strict
Cory,t,San Jose,San Jose,95112,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,20,1,15,30,60,90,179,44,92.8,9.6,9.36,9.64,9.46,9.04,9.14,strict
Willow Glen,f,Campbell,Campbell,95008,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,1,19,49,138,15,100,10,10,10,10,10,10,flexible
Morgan Hill,t,Morgan Hill,Morgan Hill,95037,Entire place,Entire home/apt,14,1,1,1,Real Bed,718.1781305,250,50,1,0,25,54,84,357,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,San Francisco,San Francisco,95128,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,15,30,60,90,365,5,96,9.6,9.6,9.6,9.6,9.6,8.4,flexible
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,24,54,84,98,8,92.6,9,9.76,9.76,9,10,9,flexible
San Jose,f,San Jose,San Jose,95131,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,100,80,2,30,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Sunnyvale,t,San Francisco,San Francisco,95050,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,1,7,6,17,47,322,3,93.4,10,9.34,10,10,9.34,8.66,strict
Downtown,t,San Jose,San Francisco,95112,Entire rental unit,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,50,1,0,30,60,90,365,7,94.2,9.72,9.14,10,9.42,9.42,9.72,flexible
San Francisco,t,Mountain View,San Francisco,94043,Entire rental unit,Entire home/apt,4,1,1,3,Real Bed,718.1781305,100,50,1,0,0,0,0,0,45,94.6,9.24,9.16,9.82,9.52,9.78,9.28,moderate
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,29,118,8,100,10,10,10,9.76,9.76,10,moderate
Downtown,t,San Jose,San Jose,95112,Entire guesthouse,Entire home/apt,4,1,1,3,Real Bed,718.1781305,200,70,2,30,4,17,36,258,312,99.8,9.96,9.98,9.98,9.98,9.74,9.88,moderate
Santa Clara,t,Santa Clara,Santa Clara,95050,Private room in home,Private room,2,1,1,3,Real Bed,718.1781305,100,109,2,25,0,0,0,76,22,100,10,9.9,10,10,10,9.9,strict
Sunnyvale,t,San Francisco,San Francisco,95150,Entire serviced apartment,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,0,30,60,90,365,7,88.6,9.14,8.58,9.72,9.42,8.58,8.28,flexible
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,20,30,60,90,179,42,89.6,9.14,8.38,9.48,9.58,9.76,8.66,strict
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,1,0,25,54,81,170,45,89.4,9.34,8.72,9.74,9.28,9.52,9.02,flexible
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,4,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,179,21,90.4,9.24,8.96,10,9.34,9.9,8.96,flexible
Santa Clara,t,San Jose,San Jose,95131,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,250,15,1,20,19,49,79,168,21,92.4,9.42,8.96,9.9,9.14,9.8,9.52,moderate
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,40,1,20,0,0,11,11,5,100,10,10,10,10,10,10,strict
Great Oaks,f,San Jose,San Jose,95111,Entire guesthouse,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,25,1,0,0,0,30,209,24,94.2,9.16,9.26,9.84,9.84,9.66,9.08,strict
Los Altos Hills,t,Los Altos,Los Altos,94024,Entire guesthouse,Entire home/apt,2,1,2,2,Real Bed,718.1781305,95,50,4,20,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
